"location_code"|"location_region_code"|"location_name_th"|"province_name_th"|"province_name_en"|"province_abbr_name_th"|"province_abbr_name_en"|"district_name_th"|"district_name_en"|"sub_district_name_th"|"sub_district_name_en"|"post_code"|"last_upd_date"
"0103801766"|"104900003 "|"จังหวัดนครราชสีมา อำเภอจักราช ตำบลคลองเมือง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอจักราช"|"CHAKKARAT"|"ตำบลคลองเมือง"|"KHLONG MUEANG"|"30230"|"2020-10-29 12:02:24"
"0103801768"|"104900003 "|"จังหวัดนครราชสีมา อำเภอจักราช ตำบลหินโคน"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอจักราช"|"CHAKKARAT"|"ตำบลหินโคน"|"HIN KHON"|"30230"|"2020-10-29 12:02:24"
"0103801769"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"||||"2020-10-29 12:02:24"
"0103801770"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลกระโทก"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลกระโทก"|"KRATHOK"|"30190"|"2020-10-29 12:02:24"
"0103801771"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลพลับพลา"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลพลับพลา"|"PHLAPPHLA"|"30190"|"2020-10-29 12:02:24"
"0103801772"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลท่าอ่าง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลท่าอ่าง"|"THA ANG"|"30190"|"2020-10-29 12:02:24"
"0103801773"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลทุ่งอรุณ"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลทุ่งอรุณ"|"THUNG ARUN"|"30190"|"2020-10-29 12:02:24"
"0103801774"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลท่าลาดขาว"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลท่าลาดขาว"|"THA LAT KHAO"|"30190"|"2020-10-29 12:02:25"
"0103801775"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลท่าจะหลุง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลท่าจะหลุง"|"THA CHALUNG"|"30190"|"2020-10-29 12:02:25"
"0103801776"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลท่าเยี่ยม"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลท่าเยี่ยม"|"THA YIAM"|"30190"|"2020-10-29 12:02:25"
"0103801777"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลโชคชัย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลโชคชัย"|"CHOK CHAI"|"30190"|"2020-10-29 12:02:25"
"0103801778"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลละลมใหม่พัฒนา"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลละลมใหม่พัฒนา"|"LALOM MAI PHATTHANA"|"30190"|"2020-10-29 12:02:25"
"0103801779"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโชคชัย ตำบลด่านเกวียน"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโชคชัย"|"CHOK CHAI"|"ตำบลด่านเกวียน"|"DAN KWIAN"|"30190"|"2020-10-29 12:02:25"
"0103801780"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"||||"2020-10-29 12:02:25"
"0103801781"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลกุดพิมาน"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลกุดพิมาน"|"KUT PHIMAN"|"30210"|"2020-10-29 12:02:25"
"0103801782"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลด่านขุนทด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลด่านขุนทด"|"DAN KHUN THOT"|"30210"|"2020-10-29 12:02:26"
"0103801783"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลด่านนอก"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลด่านนอก"|"DAN NOK"|"30210"|"2020-10-29 12:02:26"
"0103801784"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลด่านใน"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลด่านใน"|"DAN NAI"|"30210"|"2020-10-29 12:02:26"
"0103801785"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลตะเคียน"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลตะเคียน"|"TAKHIAN"|"30210"|"2020-10-29 12:02:26"
"0103801786"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลบ้านเก่า"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลบ้านเก่า"|"BAN KAO"|"30210"|"2020-10-29 12:02:26"
"0103801787"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลบ้านแปรง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลบ้านแปรง"|"BAN PRAENG"|"36220"|"2020-10-29 12:02:26"
"0103801788"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลพันชนะ"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลพันชนะ"|"PHAN CHANA"|"30210"|"2020-10-29 12:02:26"
"0103801789"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลสระจรเข้"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลสระจรเข้"|"SA CHORAKHE"|"30210"|"2020-10-29 12:02:26"
"0103801790"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลหนองกราด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลหนองกราด"|"NONG KRAT"|"30210"|"2020-10-29 12:02:26"
"0103801791"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลหนองบัวตะเกียด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลหนองบัวตะเกียด"|"NONG BUA TAKIAT"|"30210"|"2020-10-29 12:02:27"
"0103801792"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลหนองบัวละคร"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลหนองบัวละคร"|"NONG BUA LAKHON"|"30210"|"2020-10-29 12:02:27"
"0103801793"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลหินดาด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลหินดาด"|"HIN DAT"|"30210"|"2020-10-29 12:02:27"
"0103801794"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลห้วยบง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลห้วยบง"|"HUAI BONG"|"30210"|"2020-10-29 12:02:27"
"0103801795"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลโนนเมืองพัฒนา"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลโนนเมืองพัฒนา"|"NON MUAENG PATTHANA"|"30210"|"2020-10-29 12:02:27"
"0103801796"|"104900003 "|"จังหวัดนครราชสีมา อำเภอด่านขุนทด ตำบลหนองไทร"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอด่านขุนทด"|"DAN KHUN THOT"|"ตำบลหนองไทร"|"NONG SAI"|"36220"|"2020-10-29 12:02:27"
"0103801797"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"||||"2020-10-29 12:02:27"
"0103801798"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลโนนไทย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลโนนไทย"|"NON THAI"|"30220"|"2020-10-29 12:02:27"
"0103801799"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลด่านจาก"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลด่านจาก"|"DAN CHAK"|"30220"|"2020-10-29 12:02:28"
"0103801800"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลกำปัง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลกำปัง"|"KAMPANG"|"30220"|"2020-10-29 12:02:28"
"0103801801"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลสำโรง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลสำโรง"|"SAMRONG"|"30220"|"2020-10-29 12:02:28"
"0103801802"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลค้างพลู"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลค้างพลู"|"KHANG PHLU"|"30220"|"2020-10-29 12:02:28"
"0103801803"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลบ้านวัง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลบ้านวัง"|"BAN WANG"|"30220"|"2020-10-29 12:02:28"
"0103801804"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลบัลลังก์"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลบัลลังก์"|"BANLANG"|"30220"|"2020-10-29 12:02:28"
"0103801805"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลสายออ"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลสายออ"|"SAI O"|"30220"|"2020-10-29 12:02:28"
"0103801806"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลถนนโพธิ์"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลถนนโพธิ์"|"THANON PHO"|"30220"|"2020-10-29 12:02:28"
"0103801807"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนไทย ตำบลมะค่า"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนไทย"|"NON THAI"|"ตำบลมะค่า"|"MAKHA"|"30220"|"2020-10-29 12:02:29"
"0103801808"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"||||"2020-10-29 12:02:29"
"0103801809"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลโนนสูง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลโนนสูง"|"NON SUNG"|"30160"|"2020-10-29 12:02:29"
"0103801810"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลใหม่"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลใหม่"|"MAI"|"30160"|"2020-10-29 12:02:29"
"0103801811"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลโตนด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลโตนด"|"TANOT"|"30160"|"2020-10-29 12:02:29"
"0103801812"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลบิง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลบิง"|"BING"|"30160"|"2020-10-29 12:02:29"
"0103801813"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลดอนชมพู"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลดอนชมพู"|"DON CHOMPHU"|"30160"|"2020-10-29 12:02:29"
"0103801814"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลธารปราสาท"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลธารปราสาท"|"THAN PRASAT"|"30240"|"2020-10-29 12:02:29"
"0103801815"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลหลุมข้าว"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลหลุมข้าว"|"LUM KHAO"|"30160"|"2020-10-29 12:02:30"
"0103801816"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลมะค่า"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลมะค่า"|"MAKHA"|"30160"|"2020-10-29 12:02:30"
"0103801817"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลพลสงคราม"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลพลสงคราม"|"PHON SONGKHRAM"|"30160"|"2020-10-29 12:02:30"
"0103801818"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลจันอัด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลจันอัด"|"CHAN-AT"|"30160"|"2020-10-29 12:02:30"
"0103801819"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลขามเฒ่า"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลขามเฒ่า"|"KHAM THAO"|"30160"|"2020-10-29 12:02:30"
"0103801820"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลด่านคล้า"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลด่านคล้า"|"DAN KHLA"|"30160"|"2020-10-29 12:02:30"
"0103801821"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลลำคอหงษ์"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลลำคอหงษ์"|"LAM KHO HONG"|"30160"|"2020-10-29 12:02:30"
"0103801822"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลเมืองปราสาท"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลเมืองปราสาท"|"MUEANG PRASAT"|"30160"|"2020-10-29 12:02:30"
"0103801823"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลดอนหวาย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลดอนหวาย"|"DON WAI"|"30160"|"2020-10-29 12:02:31"
"0103801824"|"104900003 "|"จังหวัดนครราชสีมา อำเภอโนนสูง ตำบลลำมูล"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอโนนสูง"|"NON SUNG"|"ตำบลลำมูล"|"LAM MUN"|"30160"|"2020-10-29 12:02:31"
"0103801825"|"104900003 "|"จังหวัดนครราชสีมา อำเภอขามสะแกแสง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอขามสะแกแสง"|"KHAM SAKAESAENG"||||"2020-10-29 12:02:31"
"0103801826"|"104900003 "|"จังหวัดนครราชสีมา อำเภอขามสะแกแสง ตำบลขามสะแกแสง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอขามสะแกแสง"|"KHAM SAKAESAENG"|"ตำบลขามสะแกแสง"|"KHAM SAKAESAENG"|"30290"|"2020-10-29 12:02:31"
"0103801827"|"104900003 "|"จังหวัดนครราชสีมา อำเภอขามสะแกแสง ตำบลโนนเมือง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอขามสะแกแสง"|"KHAM SAKAESAENG"|"ตำบลโนนเมือง"|"NON MUEANG"|"30290"|"2020-10-29 12:02:31"
"0103801828"|"104900003 "|"จังหวัดนครราชสีมา อำเภอขามสะแกแสง ตำบลเมืองนาท"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอขามสะแกแสง"|"KHAM SAKAESAENG"|"ตำบลเมืองนาท"|"MUEANG NAT"|"30290"|"2020-10-29 12:02:31"
"0103801829"|"104900003 "|"จังหวัดนครราชสีมา อำเภอขามสะแกแสง ตำบลชีวึก"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอขามสะแกแสง"|"KHAM SAKAESAENG"|"ตำบลชีวึก"|"CHIWUEK"|"30290"|"2020-10-29 12:02:31"
"0103801830"|"104900003 "|"จังหวัดนครราชสีมา อำเภอขามสะแกแสง ตำบลพะงาด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอขามสะแกแสง"|"KHAM SAKAESAENG"|"ตำบลพะงาด"|"PHA-NGAT"|"30290"|"2020-10-29 12:02:31"
"0103801831"|"104900003 "|"จังหวัดนครราชสีมา อำเภอขามสะแกแสง ตำบลหนองหัวฟาน"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอขามสะแกแสง"|"KHAM SAKAESAENG"|"ตำบลหนองหัวฟาน"|"NONG HUA FAN"|"30290"|"2020-10-29 12:02:32"
"0103801832"|"104900003 "|"จังหวัดนครราชสีมา อำเภอขามสะแกแสง ตำบลเมืองเกษตร"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอขามสะแกแสง"|"KHAM SAKAESAENG"|"ตำบลเมืองเกษตร"|"MUEANG KASET"|"30290"|"2020-10-29 12:02:32"
"0103801833"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"||||"2020-10-29 12:02:32"
"0103801834"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลบัวใหญ่"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลบัวใหญ่"|"BUA YAI"|"30120"|"2020-10-29 12:02:32"
"0103801835"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลห้วยยาง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลห้วยยาง"|"HUAI YANG"|"30120"|"2020-10-29 12:02:32"
"0103801836"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลเสมาใหญ่"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลเสมาใหญ่"|"SEMA YAI"|"30120"|"2020-10-29 12:02:32"
"0103801837"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลดอนตะหนิน"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลดอนตะหนิน"|"DON TANIN"|"30120"|"2020-10-29 12:02:32"
"0103801838"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลหนองบัวสะอาด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลหนองบัวสะอาด"|"NONG BUA SA-AT"|"30120"|"2020-10-29 12:02:32"
"0103801839"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลโนนทองหลาง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลโนนทองหลาง"|"NON THONGLANG"|"30120"|"2020-10-29 12:02:33"
"0103801844"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลกุดจอก"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลกุดจอก"|"KUT CHOK"|"30120"|"2020-10-29 12:02:33"
"0103801845"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลด่านช้าง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลด่านช้าง"|"DAN CHANG"|"30120"|"2020-10-29 12:02:33"
"0103801848"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลขุนทอง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลขุนทอง"|"KHUN THONG"|"30120"|"2020-10-29 12:02:34"
"0103801852"|"104900003 "|"จังหวัดนครราชสีมา อำเภอบัวใหญ่ ตำบลหนองแจ้งใหญ่"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอบัวใหญ่"|"BUA YAI"|"ตำบลหนองแจ้งใหญ่"|"NONG CHAENG YAI"|"30120"|"2020-10-29 12:02:34"
"0103801853"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"||||"2020-10-29 12:02:34"
"0103801854"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลประทาย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลประทาย"|"PRATHAI"|"30180"|"2020-10-29 12:02:34"
"0103801855"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลกระทุ่มราย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลกระทุ่มราย"|"KRATHUM RAI"|"30180"|"2020-10-29 12:02:35"
"0103801856"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลวังไม้แดง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลวังไม้แดง"|"WANG MAI DAENG"|"30180"|"2020-10-29 12:02:35"
"0103801857"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลตลาดไทร"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลตลาดไทร"|"TALAT SAI"|"30180"|"2020-10-29 12:02:35"
"0103801858"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลหนองพลวง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลหนองพลวง"|"NONG PHLUANG"|"30180"|"2020-10-29 12:02:35"
"0103801859"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลหนองค่าย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลหนองค่าย"|"NONG KHAI"|"30180"|"2020-10-29 12:02:35"
"0103801860"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลหันห้วยทราย"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลหันห้วยทราย"|"HAN HUAI SAI"|"30180"|"2020-10-29 12:02:35"
"0103801861"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลดอนมัน"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลดอนมัน"|"DON MAN"|"30180"|"2020-10-29 12:02:35"
"0103801862"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลนางรำ"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลนางรำ"|"NANG RAM"|"30180"|"2020-10-29 12:02:36"
"0103801863"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลโนนเพ็ด"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลโนนเพ็ด"|"NON PHET"|"30180"|"2020-10-29 12:02:36"
"0103801864"|"104900003 "|"จังหวัดนครราชสีมา อำเภอประทาย ตำบลทุ่งสว่าง"|"จังหวัดนครราชสีมา"|"Nakhon Ratchasima"|||"อำเภอประทาย"|"PRATHAI"|"ตำบลทุ่งสว่าง"|"THUNG SAWANG"|"30180"|"2020-10-29 12:02:36"
